ptr,TOT_ENR_M,TOT_ENR_F,TOT_ENR,Mean_rating
16.576418,1121,1133,2254,3
15.260315,28868,27243,56111,3.625
11.563518,233,175,408,3.75
7.2681704,39,49,88,2.25
16.457125,35885,34267,70152,2.625
12.689363,413,403,816,2.375
14.325351,1040,967,2007,3.75
15.959423,566,550,1116,4
11.208837,284,305,589,2.75
15.538142,20822,20028,40850,2.875
15.138001,17500,16813,34313,3
9.8602486,40,54,94,4
12.510727,1946,1804,3750,3.75
11.6609,178,163,341,3
15.237804,8245,7928,16173,3.25
15.730026,1730,1670,3400,3
11.408323,857,770,1627,3
10.18847,493,430,923,3.125
11.670989,469,410,879,2.125
13.127623,983,904,1887,2.875
15.244538,3773,3724,7497,3.125
11.587983,273,227,500,2.25
10.569106,257,241,498,4
16.78203,5235,4822,10057,3.375
14.421434,2908,2732,5640,2.375
15.378064,1776,1631,3407,2.625
9.0432501,122,83,205,3.714285714
15.847839,3299,3210,6509,3
16.346926,27302,26042,53344,3.5
9.6799784,193,198,391,3.25
16.469656,7775,7201,14976,3.125
15.788111,13323,12487,25810,3.5
13.113138,525,527,1052,3.375
12.83952,1244,1140,2384,2.5
14.481051,1817,1703,3520,3.25
15.753666,44478,42695,87173,2.875
13.183475,528,533,1061,3.625
10.44462,207,189,396,3.75
15.034198,3153,2913,6066,2.875
14.718676,2638,2510,5148,3.5
12.882221,1022,977,1999,3
15.387183,470,460,930,4
10.718433,332,317,649,3.375
10.7,162,142,304,3.375
10.806491,458,424,882,3.375
12.183014,951,917,1868,2.75
15.348417,19754,18789,38543,3.125
11.549549,324,297,621,2.875
14.383158,7908,7440,15348,4
12.626525,1537,1552,3089,3.25
13.401214,650,630,1280,3
14.311283,14685,14325,29010,3.375
15.812879,16314,15560,31874,3.125
16.013014,2707,2677,5384,4
14.507227,7492,7011,14503,3.125
14.148193,4282,4025,8307,2
16.168364,2822,2829,5651,4
16.11277,6530,6257,12787,2.875
14.55814,322,257,579,2.25
11.203501,381,357,738,3.25
15.145436,1853,1749,3602,2
16.750046,9847,9438,19285,2.75
14.211602,2772,2592,5364,3.625
15.395063,12768,11808,24576,3
18.843666,109666,106323,215989,2.875
16.422491,5636,5269,10905,3.75
14.542231,5878,5666,11544,2.5
21.200001,84,67,151,2.875
15.180972,1181,1093,2274,2.5
12.982456,574,543,1117,3.75
14.472641,1105,1034,2139,3.5
13.648829,1043,1029,2072,2.75
15.976132,5169,4844,10013,2.25
9.5926847,297,283,580,3
15.661486,2002,1970,3972,2.75
11.294863,336,294,630,2.375
16.910917,19862,18721,38583,3
15.848539,1894,1736,3630,2.875
13.039691,524,454,978,2.25
12.668545,704,629,1333,3.125
14.830633,518,505,1023,2
15.336777,738,708,1446,3.125
11.056024,94,121,215,3
13.433083,1300,1190,2490,2.5
14.77377,3332,3068,6400,2.5
13.279503,2393,2168,4561,3
10.965537,207,185,392,3.75
15.34133,1954,1839,3793,3
9.7385378,154,112,266,3
14.98001,12459,11861,24320,3.25
12.720329,419,411,830,2.75
11.9915,208,171,379,3.857142857
16.989531,7672,7205,14877,2.375
13.897405,1100,942,2042,3.25
11.045455,123,138,261,2.375
15.506035,1283,1251,2534,3.375
14.549367,927,865,1792,3
8.9887638,54,55,109,3
15.571081,4508,4341,8849,3.25
15.610329,67,73,140,3.375
12.67706,800,784,1584,4
15.141323,8246,7558,15804,3.125
16.063667,9052,8790,17842,3
11.831138,228,210,438,2.75
15.276839,1260,1210,2470,3.125
13.714534,1162,1056,2218,2.125
10.833333,320,300,620,3
7.0155902,49,58,107,2
9.7314892,299,286,585,4
12.603231,193,176,369,2.875
17.355005,5893,5754,11647,2.625
9.4820013,76,64,140,3.25
11.856264,609,595,1204,3
17.525177,4178,3878,8056,3.125
11.750205,121,132,253,3.625
4.2253523,25,28,53,3.25
15.69757,439,412,851,3.25
10.232221,57,96,153,3.125
13.195702,1259,1157,2416,4
10.489511,164,170,334,2
15.199133,2667,2450,5117,3
7.090909,47,30,77,3.25
14.924524,1191,1134,2325,2.5
10.993166,413,374,787,3.625
8.0634041,60,55,115,2.875
13.814217,2148,2132,4280,3.125
11.181332,593,572,1165,2.875
9.3320236,104,80,184,3.75
11.422222,257,248,505,2.375
8.5835772,177,147,324,2.875
9.7541637,126,129,255,2.25
9.7900724,249,226,475,3.25
12.922933,694,670,1364,3.25
14.803164,776,774,1550,3.125
8.4210529,88,71,159,2.625
15.033701,801,746,1547,3
11.463207,300,250,550,3.625
15.240447,567,498,1065,3
15.52439,575,628,1203,2
7.113821,20,14,34,4
12.058295,291,294,585,2.625
,,,,
,,,,
